,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,preprocessed_text,predict_directed,predict_emotion,positive,negative,predict_positive,predict_negative
5573,"RT @mention Big night: Come party down with @mention and Google tonight at #sxsw: {link} Bands, food, art, interactive maps! cc: @mention",,No emotion toward brand or product,"['mention', 'big', 'night', 'come', 'parti', 'mention', 'googl', 'tonight', 'sxsw', 'link', 'band', 'food', 'art', 'interact', 'map', 'mention']",Google,No emotion,0,0,0,0
5574,RT @mention biggest takeaway from #UXDes thus far -- bring physical world into your iPad design &amp; recreate already learned experiences. #sxsw,,No emotion toward brand or product,"['mention', 'biggest', 'takeaway', 'uxd', 'thu', 'far', 'bring', 'physic', 'world', 'ipad', 'design', 'amp', 'recreat', 'alreadi', 'learn', 'experi', 'sxsw']",Ipad,No emotion,0,0,0,0
5575,RT @mention Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw,Google,Positive emotion,"['mention', 'biomimicri', 'basi', 'design', 'problem', 'solv', 'googl', 'studi', 'flock', 'swarm', 'behavior', 'understand', 'collab', 'brilliant', 'sxsw']",Google,No emotion,1,0,0,0
5576,RT @mention Black or white iPad?  #sxsw #iPad2,,No emotion toward brand or product,"['mention', 'black', 'white', 'ipad', 'sxsw', 'ipad2']",Ipad,No emotion,0,0,0,0
5577,RT @mention Blogger is about due for an update... Google takes action and will showcase the new design at #SXSW {link},Google,Positive emotion,"['mention', 'blogger', 'due', 'updat', 'googl', 'take', 'action', 'showcas', 'new', 'design', 'sxsw', 'link']",Google,No emotion,1,0,0,0
5578,"RT @mention Boooo! RT @mention Flipboard is developing an iPhone version, not Android, says @mention #sxsw",,No emotion toward brand or product,"['mention', 'boooo', 'mention', 'flipboard', 'develop', 'iphon', 'version', 'android', 'say', 'mention', 'sxsw']",Iphone,No emotion,0,0,0,0
5579,"RT @mention Booth 313, There is still time for the power challenge. Ride the bike. Get a bottle, enter to win an iPad. #sxsw #thisiscrazyfun",,No emotion toward brand or product,"['mention', 'booth', '313', 'still', 'time', 'power', 'challeng', 'ride', 'bike', 'get', 'bottl', 'enter', 'win', 'ipad', 'sxsw', 'thisiscrazyfun']",Ipad,No emotion,0,0,0,0
5580,iPad 2's on both sides of me. I just want to hold them. Please? Pretty please? #geekout #sxsw,iPad,Positive emotion,"['ipad', 'side', 'want', 'hold', 'pleas', 'pretti', 'pleas', 'geekout', 'sxsw']",Ipad,No emotion,1,0,0,0
5581,"RT @mention Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #sxsw",,Positive emotion,"['mention', 'bounc', 'catch', 'googl', 'marissa', 'mayer', 'speak', 'alway', 'admir', 'intellig', 'classi', 'success', 'sxsw']",Google,No emotion,1,0,0,0
5582,"RT @mention Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}",Apple,Positive emotion,"['mention', 'brilliant', 'move', 'appl', 'even', 'begin', 'appl', 'win', 'sxsw', 'link']",Apple,No emotion,1,0,0,0
5583,RT @mention Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Other Google product or service,Negative emotion,"['mention', 'brought', 'googl', 'map', 'rerout', 'imag', 'jcpenney', 'imag', 'maci', 'trashi', 'restraunt', 'comment', 'uosxsw', 'sxsw']",Google,No emotion,0,1,0,0
5584,RT @mention Brown Paper is coming down on the windows of the #SXSW PopUp Apple Store.  {link},,No emotion toward brand or product,"['mention', 'brown', 'paper', 'come', 'window', 'sxsw', 'popup', 'appl', 'store', 'link']",Apple,No emotion,0,0,0,0
5585,RT @mention Building a custom Android home screen for #sxsw #SXSWi stuff. Any other must haves? {link},,No emotion toward brand or product,"['mention', 'build', 'custom', 'android', 'home', 'screen', 'sxsw', 'sxswi', 'stuff', 'must', 'have', 'link']",Android,Positive emotion,0,0,1,0
5586,"RT @mention Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",,Positive emotion,"['mention', 'buy', 'ipad2', 'turn', 'ipad1', 'appl', 'store', 'wipe', 'clean', 'donat', 'school', 'mr', 'job', 'idea', 'appl', 'ipad2', 'sxsw']",Apple,No emotion,1,0,0,0
5587,"RT @mention By looking around at SXSWi, you would think Apple was the only tech company in existence. #SXSW",,No emotion toward brand or product,"['mention', 'look', 'around', 'sxswi', 'would', 'think', 'appl', 'tech', 'compani', 'exist', 'sxsw']",Apple,No emotion,0,0,0,0
5588,RT @mention Calvin is now the Geek Charlie Sheen with his goddesses. @mention @mention @mention @Schmittastic #google #SXSW,,No emotion toward brand or product,"['mention', 'calvin', 'geek', 'charli', 'sheen', 'goddess', 'mention', 'mention', 'mention', 'schmittast', 'googl', 'sxsw']",Google,No emotion,0,0,0,0
5589,RT @mention Calvin is now the Geek Charlie Sheen with his goddesses. @mention @mention @mention #google #SXSW,,No emotion toward brand or product,"['mention', 'calvin', 'geek', 'charli', 'sheen', 'goddess', 'mention', 'mention', 'mention', 'googl', 'sxsw']",Google,No emotion,0,0,0,0
5590,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link},,No emotion toward brand or product,"['mention', 'cameron', 'sinclair', 'mention', 'spearhead', 'japan', 'disast', 'relief', 'sxsw', 'via', 'twitter', 'amp', 'iphon', 'link']",Iphone,No emotion,0,0,0,0
5591,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link}  -retweet this,,No emotion toward brand or product,"['mention', 'cameron', 'sinclair', 'mention', 'spearhead', 'japan', 'disast', 'relief', 'sxsw', 'via', 'twitter', 'amp', 'iphon', 'link', 'retweet']",Iphone,No emotion,0,0,0,0
5592,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link} //,,No emotion toward brand or product,"['mention', 'cameron', 'sinclair', 'mention', 'spearhead', 'japan', 'disast', 'relief', 'sxsw', 'via', 'twitter', 'amp', 'iphon', 'link']",Iphone,No emotion,0,0,0,0
5593,RT @mention Cameron Sinclair Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone  {link} #sxsw4jp #archforhumanity,,No emotion toward brand or product,"['mention', 'cameron', 'sinclair', 'spearhead', 'japan', 'disast', 'relief', 'sxsw', 'via', 'twitter', 'amp', 'iphon', 'link', 'sxsw4jp', 'archforhuman']",Iphone,No emotion,0,0,0,0
5594,RT @mention Can Google do social? We may shortly find out RT @mention Google to Launch Major New Social Network Called Circles at #SXSW {link},,No emotion toward brand or product,"['mention', 'googl', 'social', 'may', 'shortli', 'find', 'mention', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'sxsw', 'link']",Google,No emotion,0,0,0,0
5595,RT @mention Can't be at #sxsw? download their free music mix on itunes {link},,No emotion toward brand or product,"['mention', 'sxsw', 'download', 'free', 'music', 'mix', 'itun', 'link']",,No emotion,0,0,0,0
5596,RT @mention Can't be at #sxsw? download their free music mix on itunes {link} cc: @mention,,No emotion toward brand or product,"['mention', 'sxsw', 'download', 'free', 'music', 'mix', 'itun', 'link', 'mention']",,No emotion,0,0,0,0
5597,RT @mention Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw,Other Google product or service,Positive emotion,"['mention', 'wait', 'anymor', 'quot', 'googl', 'launch', 'major', 'new', 'social', 'network', 'call', 'circl', 'quot', 'via', 'mention', 'link', 'googl', 'circl', 'sxsw']",Google,Positive emotion,1,0,1,0
5598,RT @mention Can't wait to see the internet implode in Austin on Friday when everyone stops all normal activity to order an iPad 2 #sxsw,iPad,Positive emotion,"['mention', 'wait', 'see', 'internet', 'implod', 'austin', 'friday', 'everyon', 'stop', 'normal', 'activ', 'order', 'ipad', 'sxsw']",Ipad,Positive emotion,1,0,1,0
5599,RT @mention Catch Charles Chen @mention SXSW &amp; ask him for a demo of ChromeOS &amp; Android access. Hint: He's wearing a Google Braille shirt. #sxsw,,No emotion toward brand or product,"['mention', 'catch', 'charl', 'chen', 'mention', 'sxsw', 'amp', 'ask', 'demo', 'chromeo', 'amp', 'android', 'access', 'hint', 'wear', 'googl', 'braill', 'shirt', 'sxsw']",Android,No emotion,0,0,0,0
5600,RT @mention Catch our talk on Text-To-Speech for Android &amp; Chrome @mention The League of Extraordinary Hackers. {link} #SXSW,,No emotion toward brand or product,"['mention', 'catch', 'talk', 'text', 'speech', 'android', 'amp', 'chrome', 'mention', 'leagu', 'extraordinari', 'hacker', 'link', 'sxsw']",Android,No emotion,0,0,0,0
5601,RT @mention Catch our talk on Text-To-Speech for Android &amp; Chrome at The League of Extraordinary Hackers. {link} #SXSW,,No emotion toward brand or product,"['mention', 'catch', 'talk', 'text', 'speech', 'android', 'amp', 'chrome', 'leagu', 'extraordinari', 'hacker', 'link', 'sxsw']",Android,No emotion,0,0,0,0
5602,RT @mention Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw,,No emotion toward brand or product,"['mention', 'celebr', 'beauti', 'web', 'mention', 'msft', 'ie9', 'launch', 'amp', 'play', 'new', 'html5', 'game', 'win', 'ipad2', 'link', 'sxsw']",,Positive emotion,0,0,1,0
5603,"RT @mention Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",,No emotion toward brand or product,"['mention', 'check', 'design', 'ipad', 'interfac', 'new', 'navig', 'schema', 'sxsw', 'link', 'sxsw', 'uxd']",Ipad,No emotion,0,0,0,0
5604,"RT @mention Check out Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",,No emotion toward brand or product,"['mention', 'check', 'left', 'brain', 'search', 'googl', 'right', 'brain', 'search', 'sxsw', 'link', 'sxsw', 'bettersearch']",Google,No emotion,0,0,0,0
5605,RT @mention Check out Lightbox.com at the Team Android Choice Awards finalists announced at #sxsw @mention and team rock!,Android,Positive emotion,"['mention', 'check', 'lightbox', 'com', 'team', 'android', 'choic', 'award', 'finalist', 'announc', 'sxsw', 'mention', 'team', 'rock']",Android,Positive emotion,1,0,1,0
5606,RT @mention Check out our daily #SXSW reports (Dutch): DAY1 {link}  DAY2 {link} More to follow!,,No emotion toward brand or product,"['mention', 'check', 'daili', 'sxsw', 'report', 'dutch', 'day1', 'link', 'day2', 'link', 'follow']",,No emotion,0,0,0,0
5607,RT @mention Check out the {link} site - download the iPhone app and get ready for SXSW (special Q&amp;A stream) #SXSW,iPad or iPhone App,Positive emotion,"['mention', 'check', 'link', 'site', 'download', 'iphon', 'app', 'get', 'readi', 'sxsw', 'special', 'amp', 'stream', 'sxsw']",Ipad or Iphone App,No emotion,1,0,0,0
5608,RT @mention Check out the @mention Route {link} ; RSVP here -&gt; https://www.facebook.com/event.php?eid=141164002609303 #sxswi #sxsw,,No emotion toward brand or product,"['mention', 'check', 'mention', 'rout', 'link', 'rsvp', 'http', 'www', 'facebook', 'com', 'event', 'php', 'eid', '141164002609303', 'sxswi', 'sxsw']",,No emotion,0,0,0,0
5609,RT @mention Check out the #dokobots game from @mention for iPhone and Android.  Seems pretty cool. #geogames #SXSW #tmsxsw,iPad or iPhone App,Positive emotion,"['mention', 'check', 'dokobot', 'game', 'mention', 'iphon', 'android', 'seem', 'pretti', 'cool', 'geogam', 'sxsw', 'tmsxsw']",Iphone,Positive emotion,1,0,1,0
5610,RT @mention Check out the daily recaps of #sxsw by @mention &amp; @mention at the @mention hotspot: {link},,No emotion toward brand or product,"['mention', 'check', 'daili', 'recap', 'sxsw', 'mention', 'amp', 'mention', 'mention', 'hotspot', 'link']",,No emotion,0,0,0,0
5611,RT @mention Check out the FREE @mention Sampler on iTunes! {link} #SXSW,Other Apple product or service,Positive emotion,"['mention', 'check', 'free', 'mention', 'sampler', 'itun', 'link', 'sxsw']",,No emotion,1,0,0,0
5612,RT @mention Check out the FREE SXSW Sampler on iTunes! {link} #SXSW,,No emotion toward brand or product,"['mention', 'check', 'free', 'sxsw', 'sampler', 'itun', 'link', 'sxsw']",,No emotion,0,0,0,0
5613,RT @mention Check out the new @mention app {link} - this is gonna be HUGE next week at #sxsw and beyond.,,Positive emotion,"['mention', 'check', 'new', 'mention', 'app', 'link', 'gonna', 'huge', 'next', 'week', 'sxsw', 'beyond']",Android App,No emotion,1,0,0,0
5614,"RT @mention Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",Android App,Positive emotion,"['mention', 'check', 'new', 'android', 'app', 'bizzi', 'use', 'check', 'sxsw', 'link']",Android App,No emotion,1,0,0,0
5615,RT @mention Check out Your Mom Has an iPad: Designing for Boomers at SXSW.{link} #SXSW,,No emotion toward brand or product,"['mention', 'check', 'mom', 'ipad', 'design', 'boomer', 'sxsw', 'link', 'sxsw']",Ipad,No emotion,0,0,0,0
5616,RT @mention Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},iPad,Positive emotion,"['mention', 'check', 'appl', 'pop', 'store', 'look', 'fwd', 'check', 'ipad', 'sxsw', 'mosaicxm', 'link']",Ipad,No emotion,1,0,0,0
5617,"RT @mention Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",,No emotion toward brand or product,"['mention', 'checkin', 'fun', 'need', 'extend', 'beyond', 'fun', 'make', 'checkin', 'use', 'sxsw', 'googl']",Google,Positive emotion,0,0,1,0
5618,"RT @mention Checkout the #TronLoungeSXSW to see Disney 2nd screen, FREE iPad app &amp; TronLegacy R3CONF1GUR3D Soundtrax #SXSW",,No emotion toward brand or product,"['mention', 'checkout', 'tronloungesxsw', 'see', 'disney', '2nd', 'screen', 'free', 'ipad', 'app', 'amp', 'tronlegaci', 'r3conf1gur3d', 'soundtrax', 'sxsw']",Ipad or Iphone App,No emotion,0,0,0,0
5619,RT @mention Checkout the League of Extraordinary Hackers at #SXSW by #LEGO and #GOOGLE - {link},,No emotion toward brand or product,"['mention', 'checkout', 'leagu', 'extraordinari', 'hacker', 'sxsw', 'lego', 'googl', 'link']",Google,No emotion,0,0,0,0
5620,"So @mention claims Android phones were everywhere at last year's #SXSW. Dude, the iOS to Android ratio is like 15-to-1. iPhone 4 is everywhere",iPhone,Positive emotion,"['mention', 'claim', 'android', 'phone', 'everywher', 'last', 'year', 'sxsw', 'dude', 'io', 'android', 'ratio', 'like', 'iphon', 'everywher']",Iphone,Positive emotion,1,0,1,0
5621,RT @mention Clearly #wp7dev won the mobile smackdown v iPhone and Android at Iron Dev #sxsw. Kudos @mention,,No emotion toward brand or product,"['mention', 'clearli', 'wp7dev', 'mobil', 'smackdown', 'iphon', 'android', 'iron', 'dev', 'sxsw', 'kudo', 'mention']",Iphone,No emotion,0,0,0,0
5622,"RT @mention CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW",,No emotion toward brand or product,"['mention', 'cnn', 'launch', 'quot', 'everywher', 'quot', 'servic', 'mobil', 'googl', 'comput', 'link', 'sxsw']",Google,No emotion,0,0,0,0
5623,"RT @mention CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW @mention",,No emotion toward brand or product,"['mention', 'cnn', 'launch', 'quot', 'everywher', 'quot', 'servic', 'mobil', 'googl', 'comput', 'link', 'sxsw', 'mention']",Google,No emotion,0,0,0,0
5624,RT @mention Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech:  #SxSW #education,,No emotion toward brand or product,"['mention', 'founder', 'googl', 'teacher', 'academi', 'bring', 'student', 'austin', 'show', 'use', 'tech', 'sxsw', 'educ']",Google,No emotion,0,0,0,0
5625,RT @mention Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #education,,No emotion toward brand or product,"['mention', 'founder', 'googl', 'teacher', 'academi', 'bring', 'student', 'austin', 'show', 'use', 'tech', 'link', 'sxsw', 'educ']",Google,No emotion,0,0,0,0
5626,"RT @mention Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",,No emotion toward brand or product,"['mention', 'come', 'aquent', 'booth', '1413', 'sxsw', 'learn', 'internetonlinewebsit', 'com', 'meet', 'amp', 'enter', 'win', 'ipad']",Ipad,No emotion,0,0,0,0
5627,"RT @mention Come by Google's zone at #SXSW, they've set up a dodgeball court",,No emotion toward brand or product,"['mention', 'come', 'googl', 'zone', 'sxsw', 'set', 'dodgebal', 'court']",Google,No emotion,0,0,0,0
5628,RT @mention Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,Google,Positive emotion,"['mention', 'come', 'celebr', 'chariti', 'water', 'tonight', 'googl', 'throwin', 'parti', 'jump', 'start', 'sxsw', 'week', 'right', 'studentsforcleanwat', 'org', 'rsvp']",Google,No emotion,1,0,0,0
5629,RT @mention Come check out @mention iPad App demos at #ARM's #SXSWparty on Mon! {link} #SXSW #SXSW2011,,No emotion toward brand or product,"['mention', 'come', 'check', 'mention', 'ipad', 'app', 'demo', 'arm', 'sxswparti', 'mon', 'link', 'sxsw', 'sxsw2011']",Ipad or Iphone App,No emotion,0,0,0,0
5630,RT @mention Come get your morning cup of joe from the Evri booth 206 - and sign up to win an iPad 2! #SXSW #sxswi,,No emotion toward brand or product,"['mention', 'come', 'get', 'morn', 'cup', 'joe', 'evri', 'booth', '206', 'sign', 'win', 'ipad', 'sxsw', 'sxswi']",Ipad,No emotion,0,0,0,0
